date,symbol,yahoo_symbol,market,adj_open,adj_high,adj_low,adj_close,volume,adjustment_factor
2018-12-17,2945,2945.TW,上市,98.058189,98.058189,93.165183,98.058189,22640,0.8209480475
2018-12-18,2945,2945.TW,上市,92.064819,94.962477,91.698026,92.064819,31262,0.8209481404
2018-12-19,2945,2945.TW,上市,92.424271,92.644346,92.064818,92.424271,1446,0.8209481259
2018-12-20,2945,2945.TW,上市,88.037437,91.397248,88.037437,88.037437,587,0.8209480851
2018-12-21,2945,2945.TW,上市,92.05748,92.05748,91.954774,92.05748,246,0.8209480949
2018-12-24,2945,2945.TW,上市,92.05748,92.05748,92.05748,92.05748,33,0.8209480949
2018-12-25,2945,2945.TW,上市,91.690689,91.690689,91.690689,91.690689,1,0.8209481196
2018-12-26,2945,2945.TW,上市,91.690689,91.690689,91.690689,91.690689,0,0.8209481196
2018-12-27,2945,2945.TW,上市,91.690689,91.690689,91.690689,91.690689,113,0.8209481196
2018-12-28,2945,2945.TW,上市,88.396889,88.396889,88.030095,88.396889,1245,0.8209480702
2019-01-02,2945,2945.TW,上市,88.396889,88.396889,88.396889,88.396889,0,0.8209480702
2019-01-03,2945,2945.TW,上市,87.120438,87.120438,87.120438,87.120438,167,0.8209479344
2019-01-04,2945,2945.TW,上市,91.698021,91.698021,91.690687,91.698021,5631,0.8209480971
2019-01-07,2945,2945.TW,上市,91.698021,91.698021,91.698021,91.698021,22,0.8209480971
2019-01-08,2945,2945.TW,上市,91.698021,91.698021,91.698021,91.698021,111,0.8209480971
2019-01-09,2945,2945.TW,上市,91.698021,91.698021,91.698021,91.698021,145,0.8209480971
2019-01-10,2945,2945.TW,上市,88.03009,88.03009,88.03009,88.03009,167,0.8209480247
2019-01-11,2945,2945.TW,上市,88.03009,88.03009,88.03009,88.03009,1,0.8209480247
2019-01-14,2945,2945.TW,上市,88.763672,88.763672,88.763672,88.763672,447,0.8209479741
2019-01-15,2945,2945.TW,上市,88.763672,88.763672,88.763672,88.763672,3357,0.8209479741
2019-01-16,2945,2945.TW,上市,88.763672,88.763672,88.763672,88.763672,3357,0.8209479741
2019-01-17,2945,2945.TW,上市,88.763672,88.763672,88.763672,88.763672,0,0.8209479741
2019-01-18,2945,2945.TW,上市,88.763672,88.763672,88.763672,88.763672,2238,0.8209479741
2019-01-21,2945,2945.TW,上市,90.964447,90.964447,90.23086,90.964447,5629,0.8209481593
2019-01-22,2945,2945.TW,上市,90.23085,90.23085,90.23085,90.23085,5595,0.8209480713
2019-01-23,2945,2945.TW,上市,90.23085,90.23085,90.23085,90.23085,5595,0.8209480713
2019-01-24,2945,2945.TW,上市,90.23085,90.957097,90.23085,90.23085,6849,0.8209480713
2019-01-25,2945,2945.TW,上市,90.23085,90.964437,89.864057,90.23085,11309,0.8209480713
2019-01-28,2945,2945.TW,上市,90.23085,90.23085,90.23085,90.23085,0,0.8209480713
2019-01-29,2945,2945.TW,上市,90.964447,90.964447,90.957106,90.964447,100,0.8209481593
2019-01-30,2945,2945.TW,上市,90.964447,90.964447,90.964447,90.964447,1182,0.8209481593
2019-02-11,2945,2945.TW,上市,89.497269,89.497269,88.037435,89.497269,503,0.8209480644
2019-02-12,2945,2945.TW,上市,88.763672,88.763672,88.176804,88.763672,4700,0.8209479741
2019-02-13,2945,2945.TW,上市,88.037437,88.763684,88.037437,88.037437,470,0.8209480851
2019-02-14,2945,2945.TW,上市,88.396889,88.763682,88.037436,88.396889,4476,0.8209480702
2019-02-15,2945,2945.TW,上市,88.396889,88.396889,88.396889,88.396889,0,0.8209480702
2019-02-18,2945,2945.TW,上市,88.03009,88.763677,87.303844,88.03009,4476,0.8209480247
2019-02-19,2945,2945.TW,上市,89.497269,90.223515,89.497269,89.497269,1566,0.8209480644
2019-02-20,2945,2945.TW,上市,90.340889,90.340889,89.497268,90.340889,4234,0.8209480549
