date,symbol,yahoo_symbol,market,open,high,low,close,volume
2000-01-04,2380,2380.TW,上市,115.40181,116.800285,113.304092,114.003326,3526996
2000-01-05,2380,2380.TW,上市,111.904419,114.003326,109.806702,111.205185,2725737
2000-01-06,2380,2380.TW,上市,109.806702,111.205185,108.408226,109.806702,2825386
2000-01-07,2380,2380.TW,上市,108.408226,109.806702,107.00856,107.708992,1475253
2000-01-10,2380,2380.TW,上市,108.408226,114.702568,108.408226,114.702568,6435467
2000-01-11,2380,2380.TW,上市,118.899193,122.395386,118.899193,122.395386,16413945
2000-01-12,2380,2380.TW,上市,125.193535,128.690918,119.598434,127.991684,14226461
2000-01-13,2380,2380.TW,上市,129.390152,129.390152,120.99691,122.395386,6867812
2000-01-14,2380,2380.TW,上市,123.095818,124.494293,118.199959,118.899193,4095499
2000-01-17,2380,2380.TW,上市,120.99691,122.395386,118.899193,119.598434,3581042
2000-01-18,2380,2380.TW,上市,121.696144,123.795059,118.899193,121.696144,4773055
2000-01-19,2380,2380.TW,上市,121.696144,122.395386,117.499519,117.499519,2823498
2000-01-20,2380,2380.TW,上市,117.499519,118.199959,114.702568,115.40181,2317042
2000-01-21,2380,2380.TW,上市,116.800285,118.199959,116.101044,117.499519,1883600
2000-01-24,2380,2380.TW,上市,118.899193,119.598434,115.40181,116.101044,1779387
2000-01-25,2380,2380.TW,上市,115.40181,116.101044,113.304092,114.003326,1672421
2000-01-26,2380,2380.TW,上市,113.304092,116.101044,113.304092,115.40181,1899273
2000-01-27,2380,2380.TW,上市,115.40181,116.101044,113.304092,113.304092,1323998
2000-01-28,2380,2380.TW,上市,113.304092,116.800285,111.904419,114.003326,2396035
2000-01-31,2380,2380.TW,上市,116.101044,119.598434,116.101044,116.800285,3274782
2000-02-01,2380,2380.TW,上市,118.899193,120.297668,117.499519,119.598434,3871289
2000-02-02,2380,2380.TW,上市,119.598434,119.598434,119.598434,119.598434,0
2000-02-03,2380,2380.TW,上市,119.598434,119.598434,119.598434,119.598434,0
2000-02-04,2380,2380.TW,上市,119.598434,119.598434,119.598434,119.598434,0
2000-02-07,2380,2380.TW,上市,119.598434,119.598434,119.598434,119.598434,0
2000-02-08,2380,2380.TW,上市,119.598434,119.598434,119.598434,119.598434,0
2000-02-09,2380,2380.TW,上市,122.395386,122.395386,117.499519,118.199959,2642244
2000-02-10,2380,2380.TW,上市,117.499519,118.199959,115.40181,116.101044,2041134
2000-02-11,2380,2380.TW,上市,116.800285,119.598434,114.702568,117.499519,2965667
2000-02-14,2380,2380.TW,上市,118.899193,121.696144,117.499519,117.499519,3595054
2000-02-15,2380,2380.TW,上市,118.899193,119.598434,117.499519,118.899193,1548529
2000-02-16,2380,2380.TW,上市,120.99691,122.395386,119.598434,120.99691,4256015
2000-02-17,2380,2380.TW,上市,122.395386,122.395386,118.899193,119.598434,3038978
2000-02-18,2380,2380.TW,上市,120.99691,121.696144,117.499519,117.499519,2846418
2000-02-21,2380,2380.TW,上市,115.40181,116.101044,111.904419,112.603661,1731470
2000-02-22,2380,2380.TW,上市,111.904419,113.304092,109.806702,112.603661,1222166
2000-02-23,2380,2380.TW,上市,114.702568,114.702568,110.505943,111.205185,1142970
2000-02-24,2380,2380.TW,上市,111.904419,113.304092,110.505943,110.505943,915777
2000-02-25,2380,2380.TW,上市,110.505943,111.904419,108.408226,109.107468,1499274
2000-02-28,2380,2380.TW,上市,109.107468,109.107468,109.107468,109.107468,0
2000-02-29,2380,2380.TW,上市,109.806702,110.505943,105.610077,106.309319,1373558
2000-03-01,2380,2380.TW,上市,107.00856,108.408226,107.00856,108.408226,1167173
2000-03-02,2380,2380.TW,上市,109.806702,109.806702,105.610077,105.610077,1336952
2000-03-03,2380,2380.TW,上市,106.309319,108.408226,106.309319,108.408226,1419908
2000-03-06,2380,2380.TW,上市,107.708992,107.708992,105.610077,107.00856,1245058
2000-03-07,2380,2380.TW,上市,107.708992,114.003326,107.708992,114.003326,5493383
2000-03-08,2380,2380.TW,上市,114.702568,118.199959,113.304092,113.304092,6873065
2000-03-09,2380,2380.TW,上市,114.702568,117.499519,113.304092,116.800285,4107968
2000-03-10,2380,2380.TW,上市,118.199959,118.199959,112.603661,113.304092,2182155
2000-03-13,2380,2380.TW,上市,110.505943,110.505943,105.610077,105.610077,3256687
2000-03-14,2380,2380.TW,上市,104.910843,109.107468,104.910843,108.408226,1657630
2000-03-15,2380,2380.TW,上市,108.408226,109.806702,106.309319,106.309319,1409941
2000-03-16,2380,2380.TW,上市,104.910843,106.309319,98.965523,104.910843,1442945
2000-03-17,2380,2380.TW,上市,106.309319,107.708992,103.512367,103.512367,2145974
2000-03-20,2380,2380.TW,上市,100.014977,100.014977,100.014977,100.014977,215797
2000-03-21,2380,2380.TW,上市,97.216827,107.00856,97.216827,107.00856,1712221
2000-03-22,2380,2380.TW,上市,107.708992,111.904419,107.00856,111.904419,2956655
2000-03-23,2380,2380.TW,上市,114.003326,117.499519,113.304092,116.800285,4739484
2000-03-24,2380,2380.TW,上市,116.800285,117.499519,113.304092,116.101044,6232507
2000-03-27,2380,2380.TW,上市,117.499519,123.795059,117.499519,123.795059,6686921
2000-03-28,2380,2380.TW,上市,130.788635,132.187119,129.390152,132.187119,11977960
2000-03-29,2380,2380.TW,上市,137.082977,137.082977,130.089401,131.487869,14919445
2000-03-30,2380,2380.TW,上市,130.089401,137.082977,130.089401,131.487869,11828319
2000-03-31,2380,2380.TW,上市,130.788635,132.887543,127.291245,130.089401,5776021
2000-04-03,2380,2380.TW,上市,130.089401,130.089401,130.089401,130.089401,0
2000-04-04,2380,2380.TW,上市,130.089401,130.089401,130.089401,130.089401,0
