date,symbol,yahoo_symbol,market,open,high,low,close,volume
2007-12-31,3489,3489.TWO,上櫃,39.251507,39.581352,38.509357,39.210278,73974
2008-01-02,3489,3489.TWO,上櫃,39.210278,40.405964,38.59182,39.581352,123694
2008-01-03,3489,3489.TWO,上櫃,39.581352,39.581352,38.344437,38.344437,33955
2008-01-04,3489,3489.TWO,上櫃,38.344437,38.344437,38.261974,38.261974,25466
2008-01-07,3489,3489.TWO,上櫃,37.684746,37.684746,36.282906,37.519825,33955
2008-01-08,3489,3489.TWO,上櫃,36.736443,37.725979,36.695213,37.643517,98228
2008-01-09,3489,3489.TWO,上櫃,37.3549,38.674278,37.272442,38.674278,116418
2008-01-10,3489,3489.TWO,上櫃,38.756741,38.839203,38.179512,38.839203,92164
2008-01-11,3489,3489.TWO,上櫃,39.045357,39.086586,38.05582,39.086586,115205
2008-01-14,3489,3489.TWO,上櫃,38.097054,39.457661,38.014591,39.416431,110354
2008-01-15,3489,3489.TWO,上櫃,39.540123,39.540123,38.344437,38.756741,103078
2008-01-16,3489,3489.TWO,上櫃,36.076756,37.478592,36.076756,37.107517,38806
2008-01-17,3489,3489.TWO,上櫃,37.107517,37.519825,36.695213,37.519825,19403
2008-01-18,3489,3489.TWO,上櫃,36.035522,36.942596,35.994293,36.860134,35168
2008-01-21,3489,3489.TWO,上櫃,36.942596,36.942596,36.695213,36.695213,18190
2008-01-22,3489,3489.TWO,上櫃,34.138916,35.540756,34.138916,34.138916,58209
2008-01-23,3489,3489.TWO,上櫃,35.540756,35.540756,32.24231,34.427528,42444
2008-01-24,3489,3489.TWO,上櫃,35.705677,35.705677,34.427528,35.375835,82463
2008-01-25,3489,3489.TWO,上櫃,35.458294,35.705677,34.881065,35.540756,48507
2008-01-28,3489,3489.TWO,上櫃,34.633682,35.04599,33.231846,34.221378,31529
2008-01-29,3489,3489.TWO,上櫃,34.221378,34.633682,33.809071,34.221378,38806
2008-01-30,3489,3489.TWO,上櫃,33.809071,33.973995,32.654617,33.726612,101866
2008-01-31,3489,3489.TWO,上櫃,33.025692,33.809071,32.572155,33.726612,81250
2008-02-01,3489,3489.TWO,上櫃,33.066921,34.633682,33.066921,34.633682,112780
2008-02-12,3489,3489.TWO,上櫃,34.633682,34.633682,34.633682,34.633682,0
2008-02-13,3489,3489.TWO,上櫃,33.561687,33.64415,33.066921,33.066921,14552
2008-02-14,3489,3489.TWO,上櫃,33.520458,33.520458,32.613384,32.984459,18190
2008-02-15,3489,3489.TWO,上櫃,32.984459,33.231846,32.819538,32.819538,18190
2008-02-18,3489,3489.TWO,上櫃,32.984459,33.767841,32.984459,33.767841,49720
2008-02-19,3489,3489.TWO,上櫃,34.138916,35.04599,33.973995,34.551224,46082
2008-02-20,3489,3489.TWO,上櫃,34.551224,34.551224,33.396767,33.891533,29104
2008-02-21,3489,3489.TWO,上櫃,34.056454,35.458294,33.809071,34.056454,64272
2008-02-22,3489,3489.TWO,上櫃,33.809071,33.809071,33.479225,33.561687,40018
2008-02-25,3489,3489.TWO,上櫃,34.056454,35.210911,33.973995,33.973995,72761
2008-02-26,3489,3489.TWO,上櫃,34.221378,34.303841,33.149384,33.149384,78824
2008-02-27,3489,3489.TWO,上櫃,33.396767,34.221378,32.40723,34.221378,227986
2008-02-29,3489,3489.TWO,上櫃,34.056454,34.303841,33.396767,34.303841,67910
2008-03-03,3489,3489.TWO,上櫃,33.891533,34.633682,33.231846,34.633682,141884
2008-03-04,3489,3489.TWO,上櫃,37.025059,37.025059,37.025059,37.025059,386848
2008-03-05,3489,3489.TWO,上櫃,38.633049,39.49889,37.684746,38.756741,566327
2008-03-06,3489,3489.TWO,上櫃,39.581352,39.993656,37.932129,38.921661,301960
2008-03-07,3489,3489.TWO,上櫃,37.932129,39.416431,37.932129,38.344437,191605
2008-03-10,3489,3489.TWO,上櫃,38.674278,39.086586,37.932129,38.756741,232836
2008-03-11,3489,3489.TWO,上櫃,38.756741,38.756741,37.932129,38.097054,87313
2008-03-12,3489,3489.TWO,上櫃,39.086586,39.169048,38.344437,38.756741,254665
2008-03-13,3489,3489.TWO,上櫃,39.49889,39.581352,38.261974,38.261974,135821
2008-03-14,3489,3489.TWO,上櫃,38.261974,38.59182,36.365368,37.18998,127332
2008-03-17,3489,3489.TWO,上櫃,36.365368,37.18998,35.788139,36.282906,104291
2008-03-18,3489,3489.TWO,上櫃,36.324139,37.025059,36.282906,36.777672,54571
2008-03-19,3489,3489.TWO,上櫃,38.014591,38.014591,37.025059,37.437363,70336
2008-03-20,3489,3489.TWO,上櫃,35.870602,37.437363,35.870602,37.437363,67910
2008-03-21,3489,3489.TWO,上櫃,37.107517,37.932129,37.107517,37.148746,71548
2008-03-24,3489,3489.TWO,上櫃,38.509357,39.169048,37.437363,38.59182,203732
2008-03-25,3489,3489.TWO,上櫃,38.59182,38.59182,37.684746,38.426895,149161
2008-03-26,3489,3489.TWO,上櫃,37.684746,38.261974,37.684746,38.261974,105504
2008-03-27,3489,3489.TWO,上櫃,37.684746,37.849667,36.695213,36.901363,29104
2008-03-28,3489,3489.TWO,上櫃,36.695213,37.272442,36.695213,36.942596,43656
2008-03-31,3489,3489.TWO,上櫃,37.932129,38.756741,37.107517,38.756741,77612
2008-04-01,3489,3489.TWO,上櫃,38.344437,39.333969,38.261974,38.509357,179478
2008-04-02,3489,3489.TWO,上櫃,38.921661,39.127815,37.932129,38.097054,107929
2008-04-03,3489,3489.TWO,上櫃,38.179512,38.756741,38.138283,38.344437,55783
2008-04-07,3489,3489.TWO,上櫃,38.633049,39.169048,38.344437,39.004124,206157
2008-04-08,3489,3489.TWO,上櫃,38.756741,38.756741,38.097054,38.097054,86101
2008-04-09,3489,3489.TWO,上櫃,40.735809,40.735809,38.839203,38.839203,705786
2008-04-10,3489,3489.TWO,上櫃,38.756741,38.756741,37.973358,38.097054,190392
2008-04-11,3489,3489.TWO,上櫃,38.344437,39.169048,38.303204,38.756741,123694
2008-04-14,3489,3489.TWO,上櫃,38.59182,38.59182,38.014591,38.05582,72761
2008-04-15,3489,3489.TWO,上櫃,38.097054,38.59182,37.849667,38.426895,103078
2008-04-16,3489,3489.TWO,上櫃,38.756741,38.756741,38.014591,38.179512,72761
2008-04-17,3489,3489.TWO,上櫃,38.59182,38.59182,37.684746,38.344437,75186
2008-04-18,3489,3489.TWO,上櫃,37.932129,38.550587,37.932129,37.932129,69123
2008-04-21,3489,3489.TWO,上櫃,38.05582,38.426895,38.014591,38.014591,65485
2008-04-22,3489,3489.TWO,上櫃,38.344437,39.540123,37.932129,38.839203,144310
2008-04-23,3489,3489.TWO,上櫃,39.169048,39.251507,38.426895,39.251507,236474
2008-04-24,3489,3489.TWO,上櫃,39.251507,40.405964,39.045357,40.117352,397763
2008-04-25,3489,3489.TWO,上櫃,40.405964,41.560421,40.405964,41.560421,714275
2008-04-28,3489,3489.TWO,上櫃,43.457027,44.364098,42.055187,42.055187,1292729
2008-04-29,3489,3489.TWO,上櫃,42.467491,42.467491,41.065655,41.230576,373509
2008-04-30,3489,3489.TWO,上櫃,41.313038,42.714874,40.653347,41.065655,291046
2008-05-02,3489,3489.TWO,上櫃,41.642879,42.714874,41.065655,42.055187,349255
2008-05-05,3489,3489.TWO,上櫃,42.385033,42.467491,41.065655,41.148113,204944
2008-05-06,3489,3489.TWO,上櫃,40.818272,41.230576,40.405964,40.653347,101866
2008-05-07,3489,3489.TWO,上櫃,39.581352,40.282272,37.849667,38.344437,618473
2008-05-08,3489,3489.TWO,上櫃,37.767208,37.932129,37.437363,37.767208,201306
2008-05-09,3489,3489.TWO,上櫃,37.767208,37.767208,36.942596,36.942596,212221
2008-05-12,3489,3489.TWO,上櫃,36.942596,36.942596,34.839836,35.499523,179478
2008-05-13,3489,3489.TWO,上櫃,35.623219,36.530289,35.623219,36.44783,97015
2008-05-14,3489,3489.TWO,上櫃,36.695213,36.777672,36.241676,36.365368,32742
2008-05-15,3489,3489.TWO,上櫃,36.695213,36.860134,36.365368,36.860134,127332
2008-05-16,3489,3489.TWO,上櫃,37.519825,37.519825,36.860134,36.942596,58209
2008-05-19,3489,3489.TWO,上櫃,37.025059,37.107517,36.942596,37.107517,65485
2008-05-20,3489,3489.TWO,上櫃,37.107517,37.437363,35.870602,36.035522,77612
2008-05-21,3489,3489.TWO,上櫃,37.437363,38.550587,37.107517,38.550587,312874
2008-05-22,3489,3489.TWO,上櫃,38.715511,39.004124,37.602283,37.684746,323788
2008-05-23,3489,3489.TWO,上櫃,37.767208,37.849667,36.282906,36.282906,106716
2008-05-26,3489,3489.TWO,上櫃,36.282906,36.282906,35.128448,35.128448,65485
2008-05-27,3489,3489.TWO,上櫃,35.128448,35.540756,35.128448,35.458294,27891
2008-05-28,3489,3489.TWO,上櫃,35.870602,35.870602,35.623219,35.623219,36380
2008-05-29,3489,3489.TWO,上櫃,35.788139,35.788139,34.839836,35.458294,52145
2008-05-30,3489,3489.TWO,上櫃,35.458294,35.788139,34.221378,34.262608,41231
2008-06-02,3489,3489.TWO,上櫃,34.262608,34.716145,34.221378,34.716145,47294
2008-06-03,3489,3489.TWO,上櫃,34.633682,34.963528,34.386299,34.881065,61847
2008-06-04,3489,3489.TWO,上櫃,34.881065,34.881065,34.633682,34.881065,33955
2008-06-05,3489,3489.TWO,上櫃,34.633682,34.922298,34.509991,34.922298,26679
2008-06-06,3489,3489.TWO,上櫃,35.128448,35.128448,34.633682,34.798607,41231
2008-06-09,3489,3489.TWO,上櫃,34.180145,34.221378,32.984459,34.138916,90951
2008-06-10,3489,3489.TWO,上櫃,33.479225,33.891533,32.984459,33.066921,83675
2008-06-11,3489,3489.TWO,上櫃,33.066921,33.066921,31.50016,32.159847,116418
2008-06-12,3489,3489.TWO,上櫃,31.458929,31.706312,30.840469,31.335238,84888
2008-06-13,3489,3489.TWO,上櫃,30.840469,31.747543,30.758009,30.79924,19403
2008-06-16,3489,3489.TWO,上櫃,31.335238,31.665083,31.335238,31.582621,53358
2008-06-17,3489,3489.TWO,上櫃,31.582621,32.118618,31.417698,31.994926,10914
2008-06-18,3489,3489.TWO,上櫃,32.902,32.902,32.159847,32.324772,26679
2008-06-19,3489,3489.TWO,上櫃,32.324772,33.809071,31.912464,31.912464,21828
2008-06-20,3489,3489.TWO,上櫃,31.994926,32.077389,31.335238,31.335238,20615
2008-06-23,3489,3489.TWO,上櫃,29.356171,31.170315,29.356171,31.170315,40018
2008-06-24,3489,3489.TWO,上櫃,31.170315,32.077389,31.170315,31.912464,59421
2008-06-25,3489,3489.TWO,上櫃,31.335238,31.747543,31.335238,31.582621,24253
2008-06-26,3489,3489.TWO,上櫃,31.417698,31.417698,31.005392,31.335238,21828
2008-06-27,3489,3489.TWO,上櫃,29.850937,31.170315,29.850937,31.005392,24253
2008-06-30,3489,3489.TWO,上櫃,31.170315,31.170315,29.026325,30.263243,67910
2008-07-01,3489,3489.TWO,上櫃,29.686014,29.686014,28.160482,28.160482,75186
2008-07-02,3489,3489.TWO,上櫃,27.294641,28.036791,26.55249,28.036791,55783
2008-07-03,3489,3489.TWO,上櫃,27.459562,28.284176,27.459562,28.284176,19403
2008-07-04,3489,3489.TWO,上櫃,27.624485,27.624485,27.047256,27.047256,21828
2008-07-07,3489,3489.TWO,上櫃,26.016493,26.593721,25.604187,26.593721,42444
2008-07-08,3489,3489.TWO,上櫃,25.562958,25.562958,24.738344,25.233112,147948
2008-07-09,3489,3489.TWO,上櫃,24.738344,24.738344,23.501429,23.501429,257090
2008-07-10,3489,3489.TWO,上櫃,22.346972,23.501429,21.893435,23.501429,253452
2008-07-11,3489,3489.TWO,上櫃,23.501429,24.738344,23.00666,24.738344,113993
2008-07-14,3489,3489.TWO,上櫃,23.996195,25.521727,23.913734,25.233112,52145
2008-07-15,3489,3489.TWO,上櫃,25.233112,25.233112,23.501429,23.748812,61847
2008-07-16,3489,3489.TWO,上櫃,23.00666,23.00666,22.099588,22.635586,21828
2008-07-17,3489,3489.TWO,上櫃,23.089123,24.078655,23.089123,24.078655,52145
2008-07-18,3489,3489.TWO,上櫃,23.913734,23.913734,23.336506,23.913734,47294
2008-07-21,3489,3489.TWO,上櫃,22.264511,24.326038,22.264511,24.243578,21828
2008-07-22,3489,3489.TWO,上櫃,24.326038,25.233112,24.326038,24.985729,77612
2008-07-23,3489,3489.TWO,上櫃,24.738344,25.975262,24.326038,25.975262,345617
2008-07-24,3489,3489.TWO,上櫃,24.082779,24.581669,24.037424,24.309547,60634
2008-07-25,3489,3489.TWO,上櫃,24.309547,24.944498,24.309547,24.944498,7717
2008-07-28,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-07-29,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-07-30,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-07-31,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-08-01,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-08-04,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-08-05,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-08-06,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-08-07,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-08-08,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-08-11,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-08-12,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-08-13,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-08-14,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-08-15,3489,3489.TWO,上櫃,24.944498,24.944498,24.944498,24.944498,0
2008-08-18,3489,3489.TWO,上櫃,24.490961,24.490961,22.948938,22.948938,28663
2008-08-19,3489,3489.TWO,上櫃,22.495401,22.495401,21.860451,22.268635,91503
2008-08-20,3489,3489.TWO,上櫃,22.268635,22.268635,21.769745,22.041864,27561
2008-08-21,3489,3489.TWO,上櫃,22.495401,22.495401,21.769745,21.996511,24253
2008-08-22,3489,3489.TWO,上櫃,21.406916,21.815098,21.270855,21.815098,27561
2008-08-25,3489,3489.TWO,上櫃,21.044085,21.860451,21.044085,21.860451,12126
2008-08-26,3489,3489.TWO,上櫃,21.044085,21.951159,21.044085,21.951159,36380
2008-08-27,3489,3489.TWO,上櫃,22.22328,22.22328,21.497622,22.177925,39688
2008-08-28,3489,3489.TWO,上櫃,22.404696,22.404696,21.769745,22.359341,47405
2008-08-29,3489,3489.TWO,上櫃,22.359341,22.404696,21.951159,22.404696,71659
2008-09-01,3489,3489.TWO,上櫃,22.450048,22.450048,20.862671,20.862671,48507
2008-09-02,3489,3489.TWO,上櫃,20.318426,20.318426,19.411354,19.819536,48507
2008-09-03,3489,3489.TWO,上櫃,19.048527,19.048527,18.458927,18.458927,28663
2008-09-04,3489,3489.TWO,上櫃,17.551855,18.413574,17.189028,17.234381,74966
2008-09-05,3489,3489.TWO,上櫃,16.055185,17.234381,16.055185,17.234381,80478
2008-09-08,3489,3489.TWO,上櫃,17.687918,18.277514,17.234381,17.325089,76068
2008-09-09,3489,3489.TWO,上櫃,17.234381,17.234381,16.145893,17.143673,128986
2008-09-10,3489,3489.TWO,上櫃,17.007612,17.506502,17.007612,17.415794,58429
2008-09-11,3489,3489.TWO,上櫃,17.415794,17.506502,17.370441,17.370441,39688
2008-09-12,3489,3489.TWO,上櫃,17.506502,17.687918,17.234381,17.687918,87093
2008-09-15,3489,3489.TWO,上櫃,16.690138,16.780844,16.463369,16.780844,44097
2008-09-16,3489,3489.TWO,上櫃,15.647003,16.780844,15.647003,15.647003,87093
2008-09-17,3489,3489.TWO,上櫃,15.420235,16.735491,15.420235,16.690138,306480
2008-09-18,3489,3489.TWO,上櫃,15.556296,16.644783,15.556296,16.644783,167572
2008-09-19,3489,3489.TWO,上櫃,16.871552,17.778624,16.780844,17.733271,203952
2008-09-22,3489,3489.TWO,上櫃,18.050747,18.504282,18.050747,18.458927,92605
2008-09-23,3489,3489.TWO,上櫃,18.549637,19.72883,18.549637,19.502062,83786
2008-09-24,3489,3489.TWO,上櫃,19.910246,20.409136,18.776403,20.409136,90400
2008-09-25,3489,3489.TWO,上櫃,20.409136,20.499842,20.273073,20.499842,41893
2008-09-26,3489,3489.TWO,上櫃,19.955599,20.590549,19.955599,20.409136,14331
2008-09-29,3489,3489.TWO,上櫃,20.409136,20.409136,20.409136,20.409136,0
2008-09-30,3489,3489.TWO,上櫃,19.955599,20.590549,19.411354,20.046307,84888
2008-10-01,3489,3489.TWO,上櫃,20.318426,20.771963,19.864891,19.910246,58429
2008-10-02,3489,3489.TWO,上櫃,20.590549,20.681255,19.502062,20.590549,58429
2008-10-03,3489,3489.TWO,上櫃,20.635902,20.862671,20.22772,20.862671,54019
2008-10-06,3489,3489.TWO,上櫃,21.044085,21.134792,20.771963,21.134792,24253
2008-10-07,3489,3489.TWO,上櫃,20.409136,21.180145,20.409136,21.180145,35278
2008-10-08,3489,3489.TWO,上櫃,21.2255,21.2255,20.22772,20.22772,31970
2008-10-09,3489,3489.TWO,上櫃,20.409136,20.862671,20.046307,20.22772,51815
2008-10-13,3489,3489.TWO,上櫃,20.409136,20.409136,19.59277,20.137012,34175
2008-10-14,3489,3489.TWO,上櫃,20.137012,21.134792,20.137012,20.953379,100322
2008-10-15,3489,3489.TWO,上櫃,20.953379,21.180145,20.72661,21.044085,28663
2008-10-16,3489,3489.TWO,上櫃,20.862671,20.862671,20.318426,20.862671,12126
2008-10-17,3489,3489.TWO,上櫃,20.862671,20.953379,20.409136,20.953379,35278
2008-10-20,3489,3489.TWO,上櫃,20.771963,20.862671,20.681255,20.681255,7717
2008-10-21,3489,3489.TWO,上櫃,20.046307,21.2255,20.046307,21.2255,99220
2008-10-22,3489,3489.TWO,上櫃,20.817316,21.044085,20.635902,20.862671,39688
2008-10-23,3489,3489.TWO,上櫃,20.137012,20.862671,20.137012,20.771963,33073
