date,symbol,yahoo_symbol,market,adj_open,adj_high,adj_low,adj_close,volume,adjustment_factor
2007-12-31,5392,5392.TWO,上櫃,63.610222,65.055911,61.131902,62.164539,1121183,0.7146736297
2008-01-02,5392,5392.TWO,上櫃,61.131905,63.610226,60.718854,61.131905,942970,0.7146736649
2008-01-03,5392,5392.TWO,上櫃,59.4797,60.718858,57.001374,60.512333,1105611,0.7146737174
2008-01-04,5392,5392.TWO,上櫃,59.892746,61.131904,58.653583,60.718853,484461,0.7146736549
2008-01-07,5392,5392.TWO,上櫃,59.479695,60.305802,56.588318,56.588318,609037,0.7146736504
2008-01-08,5392,5392.TWO,上櫃,56.588324,60.512334,56.588324,58.447063,1119452,0.7146737275
2008-01-09,5392,5392.TWO,上櫃,55.762207,59.892742,55.762207,58.240528,429094,0.7146736055
2008-01-10,5392,5392.TWO,上櫃,59.066639,59.68622,55.762211,56.588318,577893,0.7146736504
2008-01-11,5392,5392.TWO,上櫃,57.001369,57.62095,55.34916,56.588318,461968,0.7146736504
2008-01-14,5392,5392.TWO,上櫃,57.827488,57.827488,53.283901,53.283901,468889,0.7146737999
2008-01-15,5392,5392.TWO,上櫃,53.696957,55.555696,50.392528,52.044743,806282,0.7146737906
2008-01-16,5392,5392.TWO,上櫃,49.772945,51.42516,48.740313,49.772945,477540,0.7146737725
2008-01-17,5392,5392.TWO,上櫃,51.012088,53.077358,49.566405,53.077358,500033,0.7146735635
2008-01-18,5392,5392.TWO,上櫃,52.870849,55.34917,52.870849,55.142639,693818,0.7146737776
2008-01-21,5392,5392.TWO,上櫃,54.936099,56.175262,53.283885,53.696941,330472,0.7146735852
2008-01-22,5392,5392.TWO,上櫃,49.979469,51.218633,49.979469,49.979469,285486,0.7146737509
2008-01-23,5392,5392.TWO,上櫃,49.979469,50.805577,46.675041,46.675041,579623,0.7146737534
2008-01-24,5392,5392.TWO,上櫃,47.088093,48.120725,43.577137,43.577137,1124643,0.7146736868
2008-01-25,5392,5392.TWO,上櫃,45.848924,46.468506,44.609767,46.468506,365076,0.7146736006
2008-01-28,5392,5392.TWO,上櫃,47.088087,47.914194,44.609766,44.816292,659214,0.7146735963
2008-01-29,5392,5392.TWO,上櫃,45.642406,46.468513,43.370614,43.990192,823585,0.714673718
2008-01-30,5392,5392.TWO,上櫃,43.990188,45.229349,41.924921,42.337975,673055,0.7146736537
2008-01-31,5392,5392.TWO,上櫃,41.30534,41.30534,39.405293,39.405293,1224996,0.714673616
2008-02-01,5392,5392.TWO,上櫃,39.405294,40.479235,38.496579,39.98357,1038132,0.7146736457
2008-02-12,5392,5392.TWO,上櫃,39.405297,39.983573,37.71178,37.794392,527717,0.7146737029
2008-02-13,5392,5392.TWO,上櫃,38.000925,38.785726,36.761764,37.711788,690358,0.7146738506
2008-02-14,5392,5392.TWO,上櫃,38.827019,40.314011,38.661797,40.314011,512145,0.7146736153
2008-02-15,5392,5392.TWO,上櫃,40.685758,42.957554,39.777043,42.957554,629800,0.7146736161
2008-02-18,5392,5392.TWO,上櫃,45.435876,45.848927,44.196715,45.848927,1008718,0.7146736351
2008-02-19,5392,5392.TWO,上櫃,46.261982,47.50114,44.196715,46.261982,981035,0.7146736232
2008-02-20,5392,5392.TWO,上櫃,45.642402,47.914198,44.403242,45.022823,479271,0.7146736509
2008-02-21,5392,5392.TWO,上櫃,45.642403,48.120724,45.642403,48.120724,847808,0.7146736612
2008-02-22,5392,5392.TWO,上櫃,47.707665,48.533772,46.261982,47.914196,813203,0.7146736264
2008-02-25,5392,5392.TWO,上櫃,49.15336,49.15336,47.294621,47.294621,626339,0.7146737179
2008-02-26,5392,5392.TWO,上櫃,47.501142,47.914198,45.022824,45.642403,460238,0.7146736582
2008-02-27,5392,5392.TWO,上櫃,46.055461,47.70767,46.055461,47.501144,557131,0.7146736953
2008-02-29,5392,5392.TWO,上櫃,46.881564,48.946828,46.261982,47.914196,482731,0.7146736264
2008-03-03,5392,5392.TWO,上櫃,46.261984,47.294616,44.60977,45.022823,389299,0.7146736509
2008-03-04,5392,5392.TWO,上櫃,45.022819,47.088086,45.022819,46.055454,394490,0.7146735868
2008-03-05,5392,5392.TWO,上櫃,46.675034,49.153355,46.675034,49.153355,1230187,0.7146736405
2008-03-06,5392,5392.TWO,上櫃,50.805568,51.218624,48.533773,51.218624,1039862,0.7146736322
2008-03-07,5392,5392.TWO,上櫃,51.012097,54.523056,49.772939,52.870842,1067546,0.7146736863
2008-03-10,5392,5392.TWO,上櫃,54.110003,54.110003,52.044738,52.664314,685167,0.7146737288
2008-03-11,5392,5392.TWO,上櫃,51.838204,52.870842,50.392521,52.870842,723232,0.7146736863
2008-03-12,5392,5392.TWO,上櫃,54.523056,55.142632,52.870842,52.870842,737074,0.7146736863
2008-03-13,5392,5392.TWO,上櫃,52.664294,53.283876,49.979449,50.185974,506954,0.7146734578
2008-03-14,5392,5392.TWO,上櫃,50.392518,51.218625,47.914197,49.153355,1046783,0.7146736405
2008-03-17,5392,5392.TWO,上櫃,47.088094,49.153358,46.675037,47.501144,368537,0.7146736953
2008-03-18,5392,5392.TWO,上櫃,48.740308,48.740308,47.088094,48.327251,216277,0.7146736957
2008-03-19,5392,5392.TWO,上櫃,48.327251,49.979465,48.327251,48.327251,460238,0.7146736957
2008-03-20,5392,5392.TWO,上櫃,47.914197,49.772936,47.914197,49.153355,321821,0.7146736405
2008-03-21,5392,5392.TWO,上櫃,49.979464,51.218627,49.359882,49.359882,508684,0.7146736744
2008-03-24,5392,5392.TWO,上櫃,52.044732,52.044732,50.599043,50.805569,615958,0.714673643
2008-03-25,5392,5392.TWO,上櫃,52.044731,52.664307,51.012093,51.218624,667865,0.7146736322
2008-03-26,5392,5392.TWO,上櫃,51.425153,52.870841,50.599046,51.012096,633260,0.7146736757
2008-03-27,5392,5392.TWO,上櫃,50.39252,51.012096,49.359882,49.359882,377188,0.7146736744
2008-03-28,5392,5392.TWO,上櫃,49.359879,51.012093,49.359879,50.392517,313169,0.7146736308
2008-03-31,5392,5392.TWO,上櫃,50.392521,50.392521,49.566414,49.566414,238770,0.7146736844
2008-04-01,5392,5392.TWO,上櫃,49.566414,51.631679,49.566414,49.566414,636721,0.7146736844
2008-04-02,5392,5392.TWO,上櫃,50.392521,52.870842,50.392521,52.870842,764757,0.7146736863
2008-04-03,5392,5392.TWO,上櫃,54.936109,56.381798,54.523058,56.381798,1879019,0.7146737175
2008-04-07,5392,5392.TWO,上櫃,57.001365,59.479691,55.762207,58.240528,1346111,0.7146736055
2008-04-08,5392,5392.TWO,上櫃,58.034007,60.305802,57.001369,59.892746,1086578,0.714673654
2008-04-09,5392,5392.TWO,上櫃,60.718856,61.131907,59.479698,60.305805,882412,0.71467369
2008-04-10,5392,5392.TWO,上櫃,59.479703,64.43634,58.653591,64.43634,1853066,0.7146737521
2008-04-11,5392,5392.TWO,上櫃,68.153812,68.773394,66.501598,67.327705,2140283,0.7146736204
2008-04-14,5392,5392.TWO,上櫃,66.501603,71.871296,66.088547,69.392975,1740602,0.7146736709
2008-04-15,5392,5392.TWO,上櫃,69.392976,73.11046,67.740762,68.360344,1529515,0.7146736859
2008-04-16,5392,5392.TWO,上櫃,70.012564,70.012564,64.229815,64.43634,1704267,0.7146737521
2008-04-17,5392,5392.TWO,上櫃,64.84938,66.70812,63.197167,64.84938,1221535,0.7146735747
2008-04-18,5392,5392.TWO,上櫃,64.849384,67.740755,64.436328,66.295067,1212884,0.7146736115
2008-04-21,5392,5392.TWO,上櫃,67.327705,67.327705,65.675491,65.675491,861649,0.714673618
2008-04-22,5392,5392.TWO,上櫃,66.088573,67.327737,65.468997,66.91468,878952,0.7146739545
2008-04-23,5392,5392.TWO,上櫃,66.088547,70.219082,66.088547,69.392975,1558929,0.7146736709
2008-04-24,5392,5392.TWO,上櫃,69.393002,69.806059,66.50163,66.91468,939509,0.7146739545
2008-04-25,5392,5392.TWO,上櫃,67.327701,68.979915,66.501595,66.501595,948161,0.7146735782
2008-04-28,5392,5392.TWO,上櫃,66.501599,67.740756,61.958008,61.958008,1731951,0.7146736215
2008-04-29,5392,5392.TWO,上櫃,61.338432,64.849385,60.71885,61.958008,1147136,0.7146736215
2008-04-30,5392,5392.TWO,上櫃,62.371068,66.088547,62.371068,66.088547,1190391,0.7146736687
2008-05-02,5392,5392.TWO,上櫃,68.773394,68.773394,66.295068,67.327705,1159247,0.7146736204
2008-05-05,5392,5392.TWO,上櫃,65.675504,67.740769,64.43634,64.43634,932589,0.7146737521
2008-05-06,5392,5392.TWO,上櫃,65.055906,66.088538,64.229799,64.84938,584814,0.7146735747
2008-05-07,5392,5392.TWO,上櫃,66.914649,68.153812,66.295068,67.327705,1128104,0.7146736204
2008-05-08,5392,5392.TWO,上櫃,66.914646,69.599498,66.914646,67.740753,1285554,0.7146735893
2008-05-09,5392,5392.TWO,上櫃,69.392975,69.392975,66.088547,66.088547,870301,0.7146736687
2008-05-12,5392,5392.TWO,上櫃,65.675487,66.70812,64.023274,64.84938,560591,0.7146735747
2008-05-13,5392,5392.TWO,上櫃,65.882008,67.121171,65.262426,66.708115,423904,0.7146735217
2008-05-14,5392,5392.TWO,上櫃,66.914655,70.012558,66.914655,68.360344,1579691,0.7146736859
