date,symbol,yahoo_symbol,market,adj_open,adj_high,adj_low,adj_close,volume,adjustment_factor
2007-12-31,5364,5364.TWO,上櫃,759.658182,791.658411,759.658182,779.136597,226402,0.9017947769
2008-01-02,5364,5364.TWO,上櫃,788.875814,801.397629,774.962668,790.26709,101501,0.9017947879
2008-01-03,5364,5364.TWO,上櫃,776.353995,777.745326,747.13637,765.223511,37982,0.9017948472
2008-01-04,5364,5364.TWO,上櫃,747.13634,761.049486,727.657924,729.049255,54639,0.9017948104
2008-01-07,5364,5364.TWO,上櫃,695.657723,698.440331,678.961914,678.961914,38922,0.9017948488
2008-01-08,5364,5364.TWO,上櫃,678.961914,695.657723,669.222706,678.961914,31241,0.9017948488
2008-01-09,5364,5364.TWO,上櫃,645.570329,694.266369,645.570329,684.527161,15393,0.9017948183
2008-01-10,5364,5364.TWO,上櫃,690.09243,706.788239,684.527161,684.527161,16074,0.9017948183
2008-01-11,5364,5364.TWO,上櫃,695.65765,699.831588,681.744505,688.70105,16333,0.9017947538
2008-01-14,5364,5364.TWO,上櫃,688.701071,701.222941,667.83138,669.222656,18278,0.901794782
2008-01-15,5364,5364.TWO,上櫃,681.744547,715.136108,676.179277,715.136108,60927,0.9017948093
2008-01-16,5364,5364.TWO,上櫃,715.136073,756.875509,701.222928,737.397095,73436,0.9017947647
2008-01-17,5364,5364.TWO,上櫃,752.701637,754.092968,723.484012,744.35376,33153,0.9017948432
2008-01-18,5364,5364.TWO,上櫃,723.483987,742.962402,723.483987,742.962402,25893,0.9017948113
2008-01-21,5364,5364.TWO,上櫃,742.96244,742.96244,715.136146,720.701416,20287,0.9017948571
2008-01-22,5364,5364.TWO,上櫃,695.657636,695.657636,670.613953,670.613953,19217,0.9017947353
2008-01-23,5364,5364.TWO,上櫃,670.613992,681.744531,624.700562,624.700562,32310,0.9017947886
2008-01-24,5364,5364.TWO,上櫃,638.613762,645.570308,581.569793,624.700562,54607,0.9017947886
2008-01-25,5364,5364.TWO,上櫃,624.700543,648.35295,624.700543,637.222412,68445,0.9017947615
2008-01-28,5364,5364.TWO,上櫃,634.439807,634.439807,605.222238,616.352722,26931,0.901794843
